position,track_name,title_author,danceability,energy,speechiness,valence,mode,acousticness,tempo,duration_ms,loudness,URL
17,Gecekondu,Ragıb Narin,0.656,0.63,0.0267,0.436,0,0.17,134.983,225778,-9.458,https://open.spotify.com/track/48prKWXfPmsDmqVxGu0Ji7
18,Kazılı Kuyum,Yüzyüzeyken Konuşuruz,0.62,0.645,0.0345,0.883,0,0.255,89.997,208628,-8.661,https://open.spotify.com/track/5DJEXxOutnFD5GEUVk88yE
19,Uslanmıyor Bu,Zeynep Bastık,0.697,0.719,0.0571,0.751,0,0.503,86.0,193083,-6.314,https://open.spotify.com/track/24BvlSG2Y36Heg1dwLwHtu
20,Hikaye,Lalfizu,0.7,0.45,0.0345,0.548,1,0.603,95.032,155500,-14.149,https://open.spotify.com/track/3TZ248O7VP9fKI0AoYgWAp
21,Zalim Dünya,KADR,0.736,0.639,0.219,0.407,0,0.492,147.924,150000,-6.206,https://open.spotify.com/track/4uEiC3WRA02fMwxkHHDOC2
22,Yanyol,Vio,0.823,0.789,0.219,0.269,0,0.293,120.031,153491,-5.788,https://open.spotify.com/track/4LoVbJaEB3TIqsehlZwiSF
23,Benim Hikayem,Nahide Babashlı,0.545,0.699,0.187,0.45,0,0.551,174.772,195557,-5.718,https://open.spotify.com/track/5aniwWDGFRJYYg5pXi9KM5
24,Psycho!,MASN,0.868,0.365,0.0383,0.471,1,0.433,114.979,197217,-9.51,https://open.spotify.com/track/5LKkteRQ1wWv7XCIEA5F2q
25,Pisliğin Üstüne Basmışlar,Gazapizm,0.758,0.664,0.0427,0.666,1,0.00542,126.029,202432,-7.424,https://open.spotify.com/track/6LGFK19LALZ05LABThD75w
26,Bu Gece Yum Gozlerini,Afşin Akyol,0.651,0.514,0.11,0.612,0,0.67,146.974,228080,-9.867,https://open.spotify.com/track/64eJ10FgWiXJ7VPoUHBAW2
27,Can Kenarım,Murat Boz,0.4,0.793,0.108,0.694,0,0.354,149.932,249375,-5.031,https://open.spotify.com/track/7vY61fgst55b7Kq8tkCT9x
28,Bi Gece Yarısı,MEG,0.769,0.624,0.139,0.495,1,0.58,93.129,195422,-7.115,https://open.spotify.com/track/4L2dxBuLtA1NAntok24T4P
29,Bütün Istanbul Biliyo,İkiye On Kala,0.649,0.437,0.0759,0.385,1,0.367,82.056,150000,-16.355,https://open.spotify.com/track/0V0bWil6rS8w4Xbn6eGwCQ
30,Çok Sevmek Yasaklanmalı,Sinan Akçıl,0.528,0.621,0.0367,0.156,0,0.284,80.036,258938,-4.599,https://open.spotify.com/track/6FonZTlKUyTQnqQfcDuPwv
31,Enkaz,MEG,0.499,0.691,0.167,0.591,1,0.789,160.114,194638,-5.838,https://open.spotify.com/track/1WaOoE9FHcyI1J9U0lLYlc
32,Abilere Selam Çatışmaya Devam,Cehennem Beat,0.644,0.692,0.367,0.488,1,0.00384,109.994,107044,-4.765,https://open.spotify.com/track/6XajHHtCxUUrQRf1mnc6Zc
33,Madalyon,Hayrettin,0.59,0.79,0.0408,0.573,0,0.0851,82.008,222521,-6.478,https://open.spotify.com/track/3oU1nP6XaNKdjyP0j7CRqE
34,Boss Bitch,Doja Cat,0.707,0.955,0.222,0.575,0,0.127,125.989,134240,-4.593,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
35,Olsun Varsın,Güz Kumpanyası,0.717,0.765,0.0419,0.844,0,0.4,92.01,201160,-8.791,https://open.spotify.com/track/6YRk4CImGK1BRxUdGEqjBG
36,Dağlıca Türküsü,Cripton Beatz,0.373,0.5,0.0429,0.159,0,0.0328,79.825,298580,-8.594,https://open.spotify.com/track/2UNy31lcWLj5DCmguqC9W1
37,Pırlanta,Murda,0.815,0.631,0.28,0.713,1,0.0368,142.955,201486,-5.378,https://open.spotify.com/track/2Oafgpg3zODVawujkYVz5n
38,Can't Take My Eyes off You,Craymer,0.525,0.185,0.0427,0.0393,0,0.941,122.214,240628,-14.938,https://open.spotify.com/track/1kbGCuCsD7ZhCOYkm8Bnts
39,O Ben Olamam,Mavi Gri,0.272,0.442,0.0496,0.321,0,0.0425,82.809,319270,-10.516,https://open.spotify.com/track/3jwAjmoSIleloreUAmTkBI
40,Yetinmeyi Bilir Misin?,Sezen Aksu,0.586,0.205,0.0871,0.465,0,0.862,125.493,160340,-8.507,https://open.spotify.com/track/3mRVgn5Q4AbECPzPRlCEk3
41,Biri Giderken,Öznil,0.448,0.413,0.0272,0.367,0,0.78,180.315,212625,-9.366,https://open.spotify.com/track/2ycbllRtd4Bn1pvm7GmL7L
42,No Time To Die,Billie Eilish,0.38,0.219,0.0358,0.0517,0,0.917,73.537,242265,-13.273,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
43,Son Şarkım,Tarık Sezer Orkestrası,0.558,0.622,0.0353,0.554,0,0.201,140.022,255911,-9.616,https://open.spotify.com/track/59CXeL5PKo3GD1gzvXj6CV
44,The Box,Roddy Ricch,0.896,0.586,0.0559,0.642,0,0.104,116.971,196653,-6.687,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
45,Leila,Reynmen,0.665,0.735,0.0458,0.259,1,0.132,104.952,169714,-6.059,https://open.spotify.com/track/1RqNAiL2toZ59HTjQbFLfM
46,Ne Fark Eder,Barış Çevik,0.605,0.832,0.0463,0.632,0,0.22,170.064,161750,-7.361,https://open.spotify.com/track/5rcBjB7lFT3dTNJMfbTAdM
47,Derdi Ne?,Sefo,0.371,0.527,0.191,0.409,1,0.104,82.219,224211,-14.546,https://open.spotify.com/track/6z43ryWu3B1Yy15OXYCEgd
48,Umrumda Değil,Kozmos,0.681,0.73,0.0813,0.155,0,0.477,139.986,197265,-7.486,https://open.spotify.com/track/7wreeb5gjBl7Q79iYOLYDU
49,CITY OF ANGELS,24kGoldn,0.686,0.541,0.0493,0.724,0,0.042,120.082,112493,-4.993,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
50,Kazandım,Nükhet Duru,0.822,0.74,0.213,0.811,0,0.0386,100.074,200533,-4.275,https://open.spotify.com/track/0ofJNErp1De8Oo4dsBA3xF
1,Ahwak,ShiftZ,0.776,0.128,0.0447,0.681,0,0.639,109.962,188080,-14.785,https://open.spotify.com/track/7A9Hp7epJWF1SoFG4BfrXc
2,Moral of the Story,Ashe,0.572,0.406,0.0427,0.265,1,0.587,119.812,201084,-8.624,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
3,Hevesim Yok,Doğukan Sarıtaş,0.745,0.534,0.0665,0.323,1,0.435,130.002,166154,-6.574,https://open.spotify.com/track/6oanZl55elfjlTAJF7Ult3
4,death bed (coffee for your head) (feat. beabadoobee),Powfu,0.726,0.431,0.135,0.348,0,0.731,144.026,173333,-8.765,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
5,Her Yer Karanlık,Günay Aksoy,0.691,0.623,0.107,0.475,1,0.144,135.956,208211,-7.608,https://open.spotify.com/track/3Z5asGY62KL6Apsl5a1hRV
6,Yarınım Yok,Kaya Giray,0.701,0.668,0.0591,0.513,0,0.325,90.015,181000,-6.76,https://open.spotify.com/track/2r4FPlaVXRdR2nSbUqcTgr
7,Ömrüm Oyun Havası,Furios,0.725,0.928,0.0548,0.963,0,0.342,176.009,244741,-4.787,https://open.spotify.com/track/2bAc2EJv2D86BxBHf4trXl
8,Bi Sonraki Hayatımda Gel,Murda,0.932,0.448,0.136,0.736,0,0.0253,103.98,167350,-4.491,https://open.spotify.com/track/7BjmOMyfT4PBKbZuSCwWPc
9,Enkaz,MEG,0.499,0.691,0.167,0.591,1,0.789,160.114,194638,-5.838,https://open.spotify.com/track/1WaOoE9FHcyI1J9U0lLYlc
10,Elefante,NK,0.894,0.702,0.164,0.307,1,0.203,90.01,161917,-4.098,https://open.spotify.com/track/5s727A4OsVB8vG8eBo2D0s
11,Roses - Imanbek Remix,SAINt JHN,0.77,0.724,0.0495,0.898,1,0.0167,121.975,176840,-5.484,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
12,Benim Hikayem,Nahide Babashlı,0.545,0.699,0.187,0.45,0,0.551,174.772,195557,-5.718,https://open.spotify.com/track/5aniwWDGFRJYYg5pXi9KM5
13,Güzelden Güzel,Türkeri,0.818,0.193,0.486,0.75,0,0.658,159.953,132898,-20.472,https://open.spotify.com/track/3KgKKpR2JUf67vvZc24B4T
14,Uslanmıyor Bu,Zeynep Bastık,0.697,0.719,0.0571,0.751,0,0.503,86.0,193083,-6.314,https://open.spotify.com/track/24BvlSG2Y36Heg1dwLwHtu
15,Kazılı Kuyum,Yüzyüzeyken Konuşuruz,0.62,0.645,0.0345,0.883,0,0.255,89.997,208628,-8.661,https://open.spotify.com/track/5DJEXxOutnFD5GEUVk88yE
16,Bebek,Acil Servis,0.486,0.485,0.0331,0.353,0,0.00446,120.095,319933,-12.391,https://open.spotify.com/track/6qVA1MqDrDKfk9144bhoKp
17,Belki Veda,Boş Kemikler,0.671,0.592,0.0316,0.461,0,0.236,93.071,279382,-5.626,https://open.spotify.com/track/3Xvtbf45TRYZ0gaFgV34sa
18,Zalim Dünya,KADR,0.736,0.639,0.219,0.407,0,0.492,147.924,150000,-6.206,https://open.spotify.com/track/4uEiC3WRA02fMwxkHHDOC2
19,Umrumda Değil,Kozmos,0.681,0.73,0.0813,0.155,0,0.477,139.986,197265,-7.486,https://open.spotify.com/track/7wreeb5gjBl7Q79iYOLYDU
20,Hikaye,Lalfizu,0.7,0.45,0.0345,0.548,1,0.603,95.032,155500,-14.149,https://open.spotify.com/track/3TZ248O7VP9fKI0AoYgWAp
21,Leila,Reynmen,0.665,0.735,0.0458,0.259,1,0.132,104.952,169714,-6.059,https://open.spotify.com/track/1RqNAiL2toZ59HTjQbFLfM
22,Düşündüm Dün Gece,Karma Retro,0.572,0.451,0.0276,0.353,0,0.122,139.995,242571,-8.808,https://open.spotify.com/track/7rLSG20ZzXSK8cMl5VYvNb
23,Biri Giderken,Öznil,0.448,0.413,0.0272,0.367,0,0.78,180.315,212625,-9.366,https://open.spotify.com/track/2ycbllRtd4Bn1pvm7GmL7L
24,Bütün Istanbul Biliyo,İkiye On Kala,0.649,0.437,0.0759,0.385,1,0.367,82.056,150000,-16.355,https://open.spotify.com/track/0V0bWil6rS8w4Xbn6eGwCQ
25,Yetinmeyi Bilir Misin?,Sezen Aksu,0.586,0.205,0.0871,0.465,0,0.862,125.493,160340,-8.507,https://open.spotify.com/track/3mRVgn5Q4AbECPzPRlCEk3
26,Reynmen - Leila - Hüseyin Yavaş Remix,Hüseyin Yavaş,0.532,0.776,0.103,0.141,1,0.00106,104.987,172060,-6.043,https://open.spotify.com/track/06vrOOpQWwJzyd8qISKWu9
27,Psycho!,MASN,0.868,0.365,0.0383,0.471,1,0.433,114.979,197217,-9.51,https://open.spotify.com/track/4sSu9BtWSCWRNjGD2AvqbG
28,Dizimde Yara,Fulin,0.562,0.576,0.0469,0.426,0,0.12,75.982,193734,-8.866,https://open.spotify.com/track/2MBosldwTIVwKzsZf9GWxf
29,Can't Take My Eyes off You,Craymer,0.525,0.185,0.0427,0.0393,0,0.941,122.214,240628,-14.938,https://open.spotify.com/track/1kbGCuCsD7ZhCOYkm8Bnts
30,Geçtiğimiz Altı Ayda Çok Şey Oldu,Cihan Er,0.579,0.223,0.0304,0.222,0,0.763,82.062,244840,-17.505,https://open.spotify.com/track/7k0Vpc1HLTPWl1TEQawAIZ
31,The Box,Roddy Ricch,0.896,0.586,0.0559,0.642,0,0.104,116.971,196653,-6.687,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
32,Bir Rüya Gördüm,Elif Doğan,0.765,0.644,0.0283,0.85,0,0.0128,105.997,185657,-5.743,https://open.spotify.com/track/2vOxgTn3EWjIQJ0muro62Q
33,Falling,Trevor Daniel,0.784,0.43,0.0364,0.236,0,0.123,127.087,159382,-8.756,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
34,Yaralı,Murat Göğebakan,0.584,0.787,0.0715,0.574,0,0.627,98.836,186433,-6.081,https://open.spotify.com/track/0AU35UbvOtAAABTKka5Too
35,Ezel (Eysan / Unutamiyorum) - Violin Version,Roni Violinist,0.39,0.443,0.0339,0.143,0,0.199,136.574,251167,-6.654,https://open.spotify.com/track/2jwND6pQ5EG7NudBWegMLK
36,Bir Rüya Gördüm,Nesrin Cavadzade,0.728,0.803,0.0338,0.55,0,0.164,107.987,189467,-6.262,https://open.spotify.com/track/4C4TwqIvMiN2nZtxiVEtuc
37,Derdi Ne?,Sefo,0.371,0.527,0.191,0.409,1,0.104,82.219,224211,-14.546,https://open.spotify.com/track/6z43ryWu3B1Yy15OXYCEgd
38,Vibe,Cookiee Kawaii,0.759,0.561,0.384,0.169,1,0.0676,159.995,84008,-8.74,https://open.spotify.com/track/7btQ8AOjr6zXoGHEmxL5u5
39,Beni Kendinden Kurtar,Perdenin Ardındakiler,0.456,0.311,0.0289,0.216,0,0.61,156.193,206434,-9.18,https://open.spotify.com/track/15XIirnxN07thDhFLuFbH6
40,WHATS POPPIN,Jack Harlow,0.923,0.604,0.245,0.826,0,0.017,145.062,139741,-6.671,https://open.spotify.com/track/3Q6F8RByyhRTJpRtZLY3cg
41,Yoksun Başımda,Reynmen,0.632,0.634,0.0575,0.341,0,0.0927,87.963,179744,-6.746,https://open.spotify.com/track/4kgegvVYCYHZRJtKArWBh8
42,Teklif,Burak Duman,0.695,0.635,0.0538,0.631,0,0.0368,77.007,237230,-7.893,https://open.spotify.com/track/10Dhp4h7WVhdQfexe38oIZ
43,Karpuz,Ece Ronay,0.784,0.74,0.0722,0.316,1,0.055,123.981,152903,-5.334,https://open.spotify.com/track/65GmOOvAsIjyQNSZS2YZLD
44,Geri Ver,Melike Şahin,0.646,0.454,0.0319,0.491,0,0.805,125.964,266620,-9.057,https://open.spotify.com/track/4gSexovHDcfuYBWlwksZBy
45,Feyzullah,Ravend,0.851,0.635,0.223,0.495,0,0.327,140.009,96004,-4.871,https://open.spotify.com/track/3aX2S19ORZgfGvEwtCAYjE
46,Yaralım,Nükhet Duru,0.714,0.507,0.0768,0.241,1,0.298,131.755,219091,-8.123,https://open.spotify.com/track/7Iw4J62Kqz8ARFgKhAqcFf
47,Çukur,Zeynep Bastık,0.499,0.781,0.0982,0.443,0,0.121,79.831,217210,-6.3,https://open.spotify.com/track/5LBLaN3ZNFAPbY7B2WtbcP
48,Sıcak Şarap,Batuhan Kordel,0.685,0.405,0.0318,0.756,0,0.778,100.02,149397,-16.513,https://open.spotify.com/track/2EbglAExnyDNFhjDa4tMAy
49,Canavar,No.1,0.743,0.573,0.328,0.431,1,0.378,121.029,275455,-9.666,https://open.spotify.com/track/7hsqCZaWbo0vmYfT83t6Tx
50,Hezeyan,Sansar Salvo,0.724,0.498,0.0635,0.114,1,0.25,110.011,324818,-12.881,https://open.spotify.com/track/7KOVeiBbGIVT417hAaoYKm
1,Ahwak,ShiftZ,0.776,0.128,0.0447,0.681,0,0.639,109.962,188080,-14.785,https://open.spotify.com/track/7A9Hp7epJWF1SoFG4BfrXc
2,Her Yer Karanlık,Günay Aksoy,0.691,0.623,0.107,0.475,1,0.144,135.956,208211,-7.608,https://open.spotify.com/track/3Z5asGY62KL6Apsl5a1hRV
3,Ağlama,Galatasaray Tribün Korosu,0.486,0.953,0.0638,0.635,1,0.0893,169.966,161364,-4.498,https://open.spotify.com/track/3BDa7kODYBdRJMaHJzNVm2
4,Bi Sonraki Hayatımda Gel,Murda,0.932,0.448,0.136,0.736,0,0.0253,103.98,167350,-4.491,https://open.spotify.com/track/7BjmOMyfT4PBKbZuSCwWPc
5,Moral of the Story,Ashe,0.572,0.406,0.0427,0.265,1,0.587,119.812,201084,-8.624,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
6,Uslanmıyor Bu,Zeynep Bastık,0.697,0.719,0.0571,0.751,0,0.503,86.0,193083,-6.314,https://open.spotify.com/track/24BvlSG2Y36Heg1dwLwHtu
7,Elefante,NK,0.894,0.702,0.164,0.307,1,0.203,90.01,161917,-4.098,https://open.spotify.com/track/5s727A4OsVB8vG8eBo2D0s
8,death bed (coffee for your head) (feat. beabadoobee),Powfu,0.726,0.431,0.135,0.348,0,0.731,144.026,173333,-8.765,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
9,Yarınım Yok,Kaya Giray,0.701,0.668,0.0591,0.513,0,0.325,90.015,181000,-6.76,https://open.spotify.com/track/2r4FPlaVXRdR2nSbUqcTgr
10,Güzelden Güzel,Türkeri,0.818,0.193,0.486,0.75,0,0.658,159.953,132898,-20.472,https://open.spotify.com/track/3KgKKpR2JUf67vvZc24B4T
11,Benim Hikayem,Nahide Babashlı,0.545,0.699,0.187,0.45,0,0.551,174.772,195557,-5.718,https://open.spotify.com/track/5aniwWDGFRJYYg5pXi9KM5
12,Bir Rüya Gördüm,Elif Doğan,0.765,0.644,0.0283,0.85,0,0.0128,105.997,185657,-5.743,https://open.spotify.com/track/2vOxgTn3EWjIQJ0muro62Q
13,Bebek,Acil Servis,0.486,0.485,0.0331,0.353,0,0.00446,120.095,319933,-12.391,https://open.spotify.com/track/6qVA1MqDrDKfk9144bhoKp
14,Leila,Reynmen,0.665,0.735,0.0458,0.259,1,0.132,104.952,169714,-6.059,https://open.spotify.com/track/1RqNAiL2toZ59HTjQbFLfM
15,Enkaz,MEG,0.499,0.691,0.167,0.591,1,0.789,160.114,194638,-5.838,https://open.spotify.com/track/1WaOoE9FHcyI1J9U0lLYlc
16,Roses - Imanbek Remix,SAINt JHN,0.77,0.724,0.0495,0.898,1,0.0167,121.975,176840,-5.484,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
17,Kazılı Kuyum,Yüzyüzeyken Konuşuruz,0.62,0.645,0.0345,0.883,0,0.255,89.997,208628,-8.661,https://open.spotify.com/track/5DJEXxOutnFD5GEUVk88yE
18,Yetinmeyi Bilir Misin?,Sezen Aksu,0.586,0.205,0.0871,0.465,0,0.862,125.493,160340,-8.507,https://open.spotify.com/track/3mRVgn5Q4AbECPzPRlCEk3
19,Those Were The Days - Remastered,Mary Hopkin,0.374,0.292,0.0319,0.497,0,0.869,169.685,310213,-9.404,https://open.spotify.com/track/6QOg1CWFpLAsIK7I54JX4G
20,The Box,Roddy Ricch,0.896,0.586,0.0559,0.642,0,0.104,116.971,196653,-6.687,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
21,Şereftir Seni Sevmek,GS Tribune Choir,0.346,0.556,0.0322,0.574,0,0.168,70.031,306493,-8.394,https://open.spotify.com/track/0bH3tPF2Xim1fRxsjYwWFu
22,Can't Take My Eyes off You,Craymer,0.525,0.185,0.0427,0.0393,0,0.941,122.214,240628,-14.938,https://open.spotify.com/track/1kbGCuCsD7ZhCOYkm8Bnts
23,Yaralı,Murat Göğebakan,0.584,0.787,0.0715,0.574,0,0.627,98.836,186433,-6.081,https://open.spotify.com/track/0AU35UbvOtAAABTKka5Too
24,Zalim Dünya,KADR,0.736,0.639,0.219,0.407,0,0.492,147.924,150000,-6.206,https://open.spotify.com/track/4uEiC3WRA02fMwxkHHDOC2
25,Bir Rüya Gördüm,Nesrin Cavadzade,0.728,0.803,0.0338,0.55,0,0.164,107.987,189467,-6.262,https://open.spotify.com/track/4C4TwqIvMiN2nZtxiVEtuc
26,Düşündüm Dün Gece,Karma Retro,0.572,0.451,0.0276,0.353,0,0.122,139.995,242571,-8.808,https://open.spotify.com/track/7rLSG20ZzXSK8cMl5VYvNb
27,Bütün Istanbul Biliyo,İkiye On Kala,0.649,0.437,0.0759,0.385,1,0.367,82.056,150000,-16.355,https://open.spotify.com/track/0V0bWil6rS8w4Xbn6eGwCQ
28,Ham Meyveler,Levni&Melik,0.553,0.385,0.134,0.547,0,0.237,94.055,257872,-9.403,https://open.spotify.com/track/1gLYsC7nkdYzdr8x1eps23
29,Ağlama,Galatasaray Korosu,0.557,0.912,0.0394,0.761,1,0.0324,169.85,145235,-5.442,https://open.spotify.com/track/6ZsmKs8d9w91i4mZc23JfO
30,Boş Yapma,Peace,0.703,0.532,0.0675,0.294,0,0.286,159.966,180323,-10.309,https://open.spotify.com/track/4xgoMUFYN4DT8fiXy0IJvW
31,Falling,Trevor Daniel,0.784,0.43,0.0364,0.236,0,0.123,127.087,159382,-8.756,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
32,Ananın A...ı Galatasaray,Genç Fenerbahçeliler,0.227,0.791,0.0705,0.537,1,0.0348,103.017,125623,-8.174,https://open.spotify.com/track/2NXVnJOVTn7BaRpu4tKzBa
33,Beyoğlu Yosmaları,Genç Fenerbahçeliler,0.723,0.757,0.273,0.352,1,0.827,67.885,154305,-7.038,https://open.spotify.com/track/5Fwouy5qfnF2LLm5KIqgbj
34,Karpuz,Ece Ronay,0.784,0.74,0.0722,0.316,1,0.055,123.981,152903,-5.334,https://open.spotify.com/track/65GmOOvAsIjyQNSZS2YZLD
35,Evlerinin Onu Yonca,Nermine Memedova,0.323,0.27,0.0337,0.341,0,0.989,93.48,275365,-11.907,https://open.spotify.com/track/1IWavBUNthF94s5enplZss
36,Sen Benim Şarkılarımsın,Nesrin Cavadzade,0.696,0.628,0.0348,0.582,0,0.224,99.843,193082,-6.906,https://open.spotify.com/track/4xU0kSzDALvBgOQFQr0Kl0
37,Hasret,Yener & Ümit,0.406,0.617,0.035,0.29,0,0.303,103.526,196162,-7.368,https://open.spotify.com/track/0duEuCo1FnnsmamFGThJBn
38,Psycho!,MASN,0.868,0.365,0.0383,0.471,1,0.433,114.979,197217,-9.51,https://open.spotify.com/track/4sSu9BtWSCWRNjGD2AvqbG
39,Sende Kaldı Yüreğim,Bilal Sonses,0.398,0.517,0.0419,0.299,0,0.58,103.903,245812,-5.328,https://open.spotify.com/track/2r10ZMDv0gROVNJ7RwyaFZ
40,Yoksun Başımda,Reynmen,0.632,0.634,0.0575,0.341,0,0.0927,87.963,179744,-6.746,https://open.spotify.com/track/4kgegvVYCYHZRJtKArWBh8
41,Yaralım,Nükhet Duru,0.714,0.507,0.0768,0.241,1,0.298,131.755,219091,-8.123,https://open.spotify.com/track/7Iw4J62Kqz8ARFgKhAqcFf
42,Ezel (Eysan / Unutamiyorum) - Violin Version,Roni Violinist,0.39,0.443,0.0339,0.143,0,0.199,136.574,251167,-6.654,https://open.spotify.com/track/2jwND6pQ5EG7NudBWegMLK
43,Canavar,No.1,0.743,0.573,0.328,0.431,1,0.378,121.029,275455,-9.666,https://open.spotify.com/track/7hsqCZaWbo0vmYfT83t6Tx
44,Çukur,Zeynep Bastık,0.499,0.781,0.0982,0.443,0,0.121,79.831,217210,-6.3,https://open.spotify.com/track/5LBLaN3ZNFAPbY7B2WtbcP
45,Geri Gelen Mektup,Gülnur Kaya,0.493,0.248,0.0308,0.195,0,0.89,94.05,238524,-8.705,https://open.spotify.com/track/4MMzZXhVScLWzk33rmbIH9
46,Dizimde Yara,Fulin,0.562,0.576,0.0469,0.426,0,0.12,75.982,193734,-8.866,https://open.spotify.com/track/2MBosldwTIVwKzsZf9GWxf
47,Beni Kendinden Kurtar,Perdenin Ardındakiler,0.456,0.311,0.0289,0.216,0,0.61,156.193,206434,-9.18,https://open.spotify.com/track/15XIirnxN07thDhFLuFbH6
48,WHATS POPPIN,Jack Harlow,0.923,0.604,0.245,0.826,0,0.017,145.062,139741,-6.671,https://open.spotify.com/track/3Q6F8RByyhRTJpRtZLY3cg
49,Derdi Ne?,Sefo,0.371,0.527,0.191,0.409,1,0.104,82.219,224211,-14.546,https://open.spotify.com/track/6z43ryWu3B1Yy15OXYCEgd
50,Galiba Deliriyorum,Tolga Özmen,0.386,0.109,0.0323,0.0722,1,0.931,80.845,262165,-15.404,https://open.spotify.com/track/3RWpDAnQbtw20dAZWB3QpY
1,Her Yer Karanlık,Günay Aksoy,0.691,0.623,0.107,0.475,1,0.144,135.956,208211,-7.608,https://open.spotify.com/track/3Z5asGY62KL6Apsl5a1hRV
2,Bebek,Acil Servis,0.486,0.485,0.0331,0.353,0,0.00446,120.095,319933,-12.391,https://open.spotify.com/track/6qVA1MqDrDKfk9144bhoKp
3,Bi Sonraki Hayatımda Gel,Murda,0.932,0.448,0.136,0.736,0,0.0253,103.98,167350,-4.491,https://open.spotify.com/track/7BjmOMyfT4PBKbZuSCwWPc
4,Uslanmıyor Bu,Zeynep Bastık,0.697,0.719,0.0571,0.751,0,0.503,86.0,193083,-6.314,https://open.spotify.com/track/24BvlSG2Y36Heg1dwLwHtu
5,Yarınım Yok,Kaya Giray,0.701,0.668,0.0591,0.513,0,0.325,90.015,181000,-6.76,https://open.spotify.com/track/2r4FPlaVXRdR2nSbUqcTgr
6,Benim Hikayem,Nahide Babashlı,0.545,0.699,0.187,0.45,0,0.551,174.772,195557,-5.718,https://open.spotify.com/track/5aniwWDGFRJYYg5pXi9KM5
7,Karpuz,Ece Ronay,0.784,0.74,0.0722,0.316,1,0.055,123.981,152903,-5.334,https://open.spotify.com/track/65GmOOvAsIjyQNSZS2YZLD
8,Yetinmeyi Bilir Misin?,Sezen Aksu,0.586,0.205,0.0871,0.465,0,0.862,125.493,160340,-8.507,https://open.spotify.com/track/3mRVgn5Q4AbECPzPRlCEk3
9,The Box,Roddy Ricch,0.896,0.586,0.0559,0.642,0,0.104,116.971,196653,-6.687,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
10,Kazılı Kuyum,Yüzyüzeyken Konuşuruz,0.62,0.645,0.0345,0.883,0,0.255,89.997,208628,-8.661,https://open.spotify.com/track/5DJEXxOutnFD5GEUVk88yE
11,death bed (coffee for your head) (feat. beabadoobee),Powfu,0.726,0.431,0.135,0.348,0,0.731,144.026,173333,-8.765,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
12,Can't Take My Eyes off You,Craymer,0.525,0.185,0.0427,0.0393,0,0.941,122.214,240628,-14.938,https://open.spotify.com/track/1kbGCuCsD7ZhCOYkm8Bnts
13,Moral of the Story,Ashe,0.572,0.406,0.0427,0.265,1,0.587,119.812,201084,-8.624,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
14,Roses - Imanbek Remix,SAINt JHN,0.77,0.724,0.0495,0.898,1,0.0167,121.975,176840,-5.484,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
15,Evlerinin Onu Yonca,Nermine Memedova,0.323,0.27,0.0337,0.341,0,0.989,93.48,275365,-11.907,https://open.spotify.com/track/1IWavBUNthF94s5enplZss
16,Boş Yapma,Peace,0.703,0.532,0.0675,0.294,0,0.286,159.966,180323,-10.309,https://open.spotify.com/track/4xgoMUFYN4DT8fiXy0IJvW
17,Toss A Coin To Your Witcher,Sonya Belousova,0.469,0.425,0.0304,0.481,0,0.92,103.128,190307,-9.474,https://open.spotify.com/track/2KMLGJ1mPfRE4GNdL92rl3
18,Ham Meyveler,Levni&Melik,0.553,0.385,0.134,0.547,0,0.237,94.055,257872,-9.403,https://open.spotify.com/track/1gLYsC7nkdYzdr8x1eps23
19,Falling,Trevor Daniel,0.784,0.43,0.0364,0.236,0,0.123,127.087,159382,-8.756,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
20,Bütün Istanbul Biliyo,İkiye On Kala,0.649,0.437,0.0759,0.385,1,0.367,82.056,150000,-16.355,https://open.spotify.com/track/0V0bWil6rS8w4Xbn6eGwCQ
21,Zalim Dünya,KADR,0.736,0.639,0.219,0.407,0,0.492,147.924,150000,-6.206,https://open.spotify.com/track/4uEiC3WRA02fMwxkHHDOC2
22,Çukur,Zeynep Bastık,0.499,0.781,0.0982,0.443,0,0.121,79.831,217210,-6.3,https://open.spotify.com/track/5LBLaN3ZNFAPbY7B2WtbcP
